Movie Title,Ratinng,genre,act,Plot
God Tussi Great Ho,3.6,"Comedy, Drama, Fantasy","Amitabh Bachchan, Salman Khan, Priyanka Chopra Jonas, Anupam Kher, Beena Kak, Rukhsar Rehman, Sohail Khan, Puneet Issar, Shashi Kiran, Abbas Ali Moghul, Rajesh Vivek, Rajpal Naurang Yadav, Snehal Dabi, Satish Kaushik, Anupam Maanav, Sanjay Mishra, Rajesh Puri, Upasna Singh",reference to god
Judgementall Hai Kya,6.0,"Comedy, Drama, Mystery","Kangana Ranaut, Rajkummar Rao, Amyra Dastur, Amrita Puri, Jimmy Shergill, Karan Ashar, Backagaindancer, Dev Barot, Lalit Behl, Tina Chandorkar, Hussain Dalal, Debtosh Darjee, Kanika Dhillon, Jay Gandhi, Allan Hopwood, Brijendra Kala, Satish Kaushik, Richard Bhakti Klein","sex, looking at the camera, psychotronic film, party, bdsm, mental, violence, profanity, vomiting, millennial generation, sanity, misogyny, crazy, insane, immolation, misogynist, driving a car without a door, house fire, person on fire, riot, club, gothic, car set on fire, mental illness, dissociative identity disorder, loud music, drug dealer, butt grab, raised middle finger, shrapnel, kerosene, bug spray, cockroach, bug, fly, marijuana, passed out drunk, drug abuse, orphan, suicide, reference to youtube, reference to facebook, reference to craigslist, vandalism, trespassing, popularity, studio light, trapped, accost, woman wears black lingerie"
Meri Pyaari Bindu,5.9,"Comedy, Drama, Romance","Ayushmann Khurrana, Parineeti Chopra, Amrita Bagchi, Nishant Dahiya, Aarnaa Sharma, Prakash Belawadi, Ishita Ganguly, Aparajita Adhya, Kharaj Mukherjee, Rajatabha Dutta, June Malia, Jhumma Mitra, Ashish Warang, Sameer Khakhar, Malvika Sitlani, Prabal Panjabi, Abish Mathew, Biswajit Chakraborty",love
Hate Story,5.3,"Drama, Thriller","Nikhil Dwivedi, Gulshan Devaiah, Paoli Dam, Mohan Kapur, Joy Sengupta, Saurabh Dubey, Iravati Harshe, Bhairavi Goswami, Mukesh Tyagi, Firdaus Mevawala, Deepali Sarin, Sagar Gupta, Rajshree Seem, S.K. Batra, Barkha Sharma, P. Kumar, Sanjay Bhatia, Ranveer","sex scene, erotic thriller, scorned woman, arrest, jilted woman, betrayal by lover, comeuppance, female castration, abduction, forced abortion, male female friendship, unfaithful husband, businessman, reporter, strong female character, politician, surveillance camera, seduction, vengeance, female protagonist, rear entry sex, sexual manipulation, abortion, prostitute, revenge"
Shor in the City,7.2,"Crime, Drama","Tusshar Kapoor, Sendhil Ramamurthy, Nikhil Dwivedi, Preeti Desai, Sundeep Kishan, Pitobash, Radhika Apte, Girija Oak, Amit Mistry, Zakhir Hussain, Mandar Gokhale, Mahesh Gupta","cricket the sport, watching tv, statue of ganesh the hindu deity, novel, model, gun, bar dancer, nightclub, printing press, piracy, arranged marriage, girlfriend, boyfriend girlfriend relationship, engagement ring, husband wife relationship, fashion model, arms dealer, drug dealer, revolver, assault rifle, rifle, kalashnikov, slum life, slum lord, slum, extortion, bribery, bribe, cricket bat, mumbai india, crime gone awry, on the run, crime boss, gangster, redemption, heist gone wrong, bank heist, heist, stabbed in the stomach, stabbing, revenge murder, revenge, protection racket, deal, killed with a gun, shot with a gun, gun violence, gun held to one's head"
Bawarchi,8.1,"Comedy, Musical, Drama","Rajesh Khanna, Jaya Bachchan, Usha Kiran, Harindranath Chattopadhyay, A.K. Hangal, Durga Khote, Govardhan Asrani, Kali Bannerjee, Kanwarjeet Paintal, Raju Shrestha, Amitabh Bachchan, Manisha, Suraj, Seema Kapoor","cook, argument, dysfunctional family, wrestling, truth, burglary, philanthropist, happiness, song, tea, fast motion scene, cooking, kitchen, philosophy, mysterious stranger, stranger, alcoholic, drinking, school, newspaper article, newspaper, office, jewelry, trunk, morning, servant, dancing, schoolteacher, orphan, husband wife relationship, brother brother relationship, family relationships, patriarch, joint family, house, opening narration, no opening credits, genius, solidarity, compassion, dance teacher, dance contest, alcohol, love, humiliation, title spoken by character"
B.A. Pass,6.4,"Crime, Drama, Thriller","Shadab Kamal, Shilpa Shukla, Rajesh Sharma, Deepti Naval, Dibyendu Bhattacharya, Shikha Joshi, Vanya Joshi, Vijay Kaushik, Padam Mishra, Anula Navlekar, Happy Ranajit, Amit Sharma, Geeta Agrawal Sharma, Rajeev Sharma, Raveena Singh","playing chess, older woman seduces younger man, cheating wife, gay rape, new delhi india, undressing, sex on couch, sex while wearing a bra, extramarital affair, older woman younger man sex, cuckolded husband, male prostitute, new delhi, bra, cowgirl sex position, woman on top sex, cunnilingus, red bra, bare chested male, sex in a chair, sex on a chair, purple bra, standing doggystyle sex position, standing doggystyle sex, wristwatch, orphan, cemetery, cooking, kitchen, cigarette smoking, colored fingernails, painted fingernails, red fingernails, bicycle, riding a bicycle, armchair, couch, mobile phone, telephone call, cheating, long hair, long haired woman, long haired female, ring, newspaper, reading a newspaper, rain, raining, umbrella, lighting a cigarette, hotel, cross necklace, jeans, blue jeans, ambulance, black bra, rear entry sex, sunglasses, woman wears sunglasses, driving a car, flashlight, breakfast, police, cell phone, sex in a bed, man reads a newspaper, man with a beard, kiss, neo noir, femme fatale, kissing while having sex, sex scene, infidelity, betrayal, gigolo, sexuality, college student, director also cinematographer, punctuation in title, acronym in title, independent film"
Ungli,5.8,"Crime, Drama, Thriller","Kangana Ranaut, Sanjay Dutt, Shraddha Kapoor, Emraan Hashmi, Randeep Hooda, Arunoday Singh, Mahesh Manjrekar, Kader Khan, Neha Dhupia, Reema Lagoo, Neil Bhoopalam, Raza Murad, Angad Bedi, Shishir Sharma, Shivkumar Subramaniam, Rachel White, Micky Makhija, Sachin Danai","gang, vigilante gang, black comedy, corrupt cop, police, corruption, auto rickshaw, friendship, vigilantism"
I Am Kalam,7.9,"Comedy, Drama, Family","Gulshan Grover, Harsh Mayar, Pitobash, Hussan Saad, Beatrice Ordeix, Namrata Dixit, Sanjay Chauhan, Garima Bharadwaj, Keshav Sharma, Meena Mir, S.D. Chouhan, Biswajeet Bal, Ashok Joshi, Suresh Acharya, Baby, Rajat Bhalla, Zulica Fito Cia, Ayelet Cohen","caste, caste system, india, child labor, delhi, rich boy poor boy relationship, friendship between boys, school uniform, camel, rajasthan, tea service, making tea, drinking tea, chai, chai tea, speaking hindi, speaking french, dhaba, working child, bollywood, child protagonist, reference to a.p.j. abdul kalam"
Phillauri,6.0,"Comedy, Drama, Fantasy","Anushka Sharma, Diljit Dosanjh, Suraj Sharma, Mehreen Pirzada, Manav Vij, Salima Raza, Raza Murad, Abhishek Banerjee, Nidhi Bisht, Sunil Mehra, Suparna Marwah, Hobby Dhaliwal, Shabnam Vadhera, Hassan Saad, Shivam Pradhan, Amrit Pal, Kishore Sharma, Harsimarat Singh",tree
A Flying Jatt,3.1,"Action, Adventure, Comedy","Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Mahi Milan, Mukesh Hariawala, Amrita Singh, Gaurav Pandey, Shraddha Kapoor, Pawan Jam, Amrita Puri, Vakil Khan, Sushant Pujari, Sada Yadav, Pradeep Kabra, Vijeta Maru, Vijay Singh","fantasy superhero, superhero"
Filmistaan,7.3,Comedy,"Sharib Hashmi, Inaamulhaq, Kumud Mishra, Gopal Datt, Manoj Bakshi, Ravi Sah","terrorist, rajasthan, bollywood, border crossing"
Haraamkhor,6.3,"Drama, Romance","Nawazuddin Siddiqui, Shweta Tripathi, Trimala Adhikari, Mohammad Samad, Irfan Khan, Harish Khanna, Shreya Shah, Haneef Gabbar, Jhanvi Trivedi, Nandini Khatri, Puja Banerji, Saiba, Swety Trivedi, Vasan Bala, Dewanji, Abhinay Raj Singh","teenage sexuality, male teacher female student sex, male teacher female student affair, india, coming of age, cheating husband, womanizer, losing virginity"
Happy Ending,0.0,sorry,sorry,sorry
Ramaiya Vastavaiya,5.7,"Action, Drama, Romance","Shruti Haasan, Girish Taurani, Randhir Kapoor, Sonu Sood, Vinod Khanna, Poonam Dhillon, Satish Shah, Govind Namdeo, Zakhir Hussain, Nassar, Anchal Singh, Namit Shah, Jiya Khan, Shiraz Ahmed, Sulabha Arya, Pankhuri Awasthi, Jacqueline Fernandez, Paresh Ganatra","bare chested male, male objectification, muscular man, challenge, farm, love, title based on song, fish out of water, brother sister relationship, farming, farmer"
Dhanak,7.8,"Comedy, Drama","Krrish Chhabria, Hetal Gada, Vipin Sharma, Gulfam Khan, Idhant Singh, Swastik Ram Chavan, Narendar Singh Rajpurohit, Vincent Daniel, Harmeet Arora, Sanjana Singh, Rajiv Laxman, Rishi Deshpande, Vijay Maurya, Pratyaksh Kalra, Subramani Ramachandran, Chiranjeet Chhabria, Rahul Lohani, Kelash Daangi",girl
Mubarakan,5.6,"Comedy, Romance","Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty, Neha Sharma, Vineet Kumar Singh, Pawan Malhotra, Ratna Pathak Shah, Karan Kundrra, Anil Charanjeett, Rahul Dev, Monisha Hassen, Gurpal Singh, Mohit Chhabra, Nikkita Chadha, Sasha Dolbenko, James Abery, Ayesha Ali",marriage
Double Dhamaal,3.9,"Comedy, Crime, Drama","Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Jaaved Jaaferi, Aashish Chaudhary, Mallika Sherawat, Kangana Ranaut, Satish Kaushik, Zakhir Hussain, Kim Calera, Prem Chopra, Steven Dasz, Shahid Hasan, J. Brandon Hill, Harry Josh, Pradeep Kabra, Dawood Khan, Wasim Khan",humiliation
Kaun?,7.8,"Mystery, Thriller","Urmila Matondkar, Manoj Bajpayee, Sushant Singh","giallo, bollywood giallo, indian giallo, bad guy wins, knocking on a door, minimal cast, doorbell, stranger, serial killer, broken down car, phone line cut, power outage, one night timespan, fade to black, peep hole, slasher, policeman, rain, thunderstorm, nightmare, alone in house, kitten, axe, knife, psychopath, female protagonist, murder, bollywood"
Jazbaa,5.7,"Action, Crime, Drama","Aishwarya Rai Bachchan, Irrfan Khan, Shabana Azmi, Jackie Shroff, Atul Kulkarni, Chandan Roy Sanyal, Abhimanyu Singh, Sara Arjun, Taran Bajaj, Priya Banerjee, Helena Fonseca, Sanjay Gurbaxani, Danishta Iyer, Rajiv Kachroo, Siddhant Kapoor, Rajat Kaul, Deekhsa Kaushal, Sangeeta Khanayat","tape over mouth, detective, murderer, rapist, convict, lawyer, female lawyer, female protagonist, child kidnapping, one word title"
Bhoot,6.4,"Horror, Mystery, Thriller","Ajay Devgn, Urmila Matondkar, Nana Patekar, Rekha, Fardeen Khan, Victor Banerjee, Tanuja Samarth, Seema Biswas, Amar Talwar, Barkha Madan, Sabir Masani, Rajendra Sethi, Lalit Marathe, Peeya Rai Chowdhary, Rekha Kamat, Master Akshit","supernatural horror, building, apartment, watchman, death, police inspector, murder, psychiatrist, suspicion, psychic, multiple personality disorder, husband wife relationship, marriage, possession, neighbor, haunting, ghost in mirror, vision, vengeance, tied to a bedpost, television set, suspended mid air, supernatural power, sensuality, seduction, science versus supernatural, rain, parking lot, overhead camera shot, nightmare, movie theater, mirror, maidservant, jail, head twisted backwards, haunted apartment, elevator, duplex, door bell, doll, cult director, confession of a crime, bedroom, ghost"
Zinda,4.8,"Action, Drama, Mystery","Sanjay Dutt, John Abraham, Lara Dutta, Celina Jaitly, Mahesh Manjrekar, Raj Zutshi, Alisha Baig, Nitin Raghani, Rushita Singh, Rahhull Dosani, Chirag, Gaurav Chanana, Master Shlok Chaturvedi, Vicky Arora, Ayiana Flood, Humayun Saeed, Amit Sharma, Aditya Sidhu","taxi driver, won ton, revenge, virginity auction, self immolation, ballet, implanted tracking device, knockout gas, sex montage, gossip, hand crossbow, flashback, remake, decapitation, buddhism, voice over narration, falling to death, katana sword, severed hand, knife in back, imprisonment, gas mask, suicide attempt, wrist slitting, husband wife relationship, torture, teeth extraction, sex, power drill, kidnapping, hammer, falling from height, blood, bangkok thailand, anti hero, framed for murder, surprise ending, cell, martial arts, cctv, telephone call, wrongful imprisonment, wrongful conviction, innocence, guilt, tooth pulling, stabbed in the back, rescue, killing, fighting, danger, cell phone, stabbed to death, violence, female taxi driver, death of wife, captive, pregnant wife, tranquilizer, neo noir, fifteen rupees, famous line, cut hand, sledgehammer, premarital sex, television set, suicide, mysterious villain, murder of wife"
Lucky: No Time for Love,4.7,"Musical, Drama, Romance","Salman Khan, Sneha Ullal, Mithun Chakraborty, Kader Khan, Navni Parihar, Ravi Baswani, Vikram Gokhale, Mumait Khan, Aira Ollila, Priyanka Shinoy, Michail Solovieu, Meher Vij, Camila Bordonaba","saint petersburg russia, teenage boy, terrorist, f rated, train, star crossed lovers, insurgency, cemetery, character name in title"
1942: A Love Story,7.2,"Action, Drama, History","Anil Kapoor, Jackie Shroff, Manisha Koirala, Anupam Kher, Danny Denzongpa, Pran Sikand, Chandni, Raghuvir Yadav, Sushma Seth, Manohar Singh, Brian Glover, Gopi Desai, Pramod Moutho, Uday Chandra, Shakti Singh, Ashish Vidyarthi, Kamal Chopra, Shivkumar Subramaniam","horse riding, explosion, bomb, british, revolutionary, india, freedom fighter, 1940s, racial slur, shot to death, foot chase, pillow, father son relationship, patriotism, patriot, fire, violence, shot in the back, bus, manhunt, hiding in a cellar, cellar, trapdoor, father daughter relationship, torture, death of husband, psychopath, shot in the head, cruelty, blood on steps, washing blood off the ground, blood, crowd, burned to death, person on fire, uprising, saved from hanging, public hanging, love triangle, library, horse, hanging, british raj, revolution"
Humsafar,8.9,"Drama, Romance","Fawad Khan, Mahira Khan, Atiqa Odho, Naveen Waqar, Noor Hassan, Sara Kashif, Behroze Sabzwari, Hina Khawaja Bayat, Saba Faisal, Qaiser Naqvi","love, daughter, humsafar, pakistani drama, momina duraid, fawad khan, open heart surgery, husband, single mother, villian, self respect, premature baby, seperation, accused of cheating, mother in law, hatred"
Kabul Express,6.8,"Adventure, Comedy, Drama","John Abraham, Arshad Warsi, Salman Shahid, Hanif Hum Ghum, Linda Arsenio, Wali-o Qhab, Khader Arya, Haji Gul Aser, Abdul Basir Mujahid, Saeed Meeran Farhad, Raziq Zargar, Farooq Baraki, Anjamuddin, Hashmatullah Fanai, Sunil Godse, Shaikh Nasiruddin, Captain Diwekar, Porter Barron","pakistani, taliban, journalist, afghanistan, hostage, journey, kidnapping, city name in title, blindfold, tank, pepsi, helicopter, criticism, handicapped, cameraman, buzkashi, tragic ending, satire, reporter"
Tum Bin,7.5,"Drama, Romance","Priyanshu Chatterjee, Himanshu Malik, Sandali Sinha, Raqesh Bapat, Vikram Gokhale, Amrita Bakshi, Dina Pathak, Manoj Pahwa, Rajesh Khera, Rajendra Gupta, Navneet Nishan, Vrajesh Hirjee, Chris Ippolito, Reshma Bombaywala, Sumit Khanna","love, death, guilt, forgiveness, redemption, loss of fiance, loss of loved one, mourning, sleeper hit, cult film, engagement, repentance"
Dus,5.5,"Action, Crime, Drama","Sanjay Dutt, Suniel Shetty, Abhishek Bachchan, Zayed Khan, Shilpa Shetty Kundra, Esha Deol, Pankaj Kapur, Dia Mirza, Raima Sen, Gulshan Grover, Ninad Kamat, Jawed Sheikh, Mayte Garcia, Johannes Boogerd, Pammi Brar, Aseem Ali Khan, Madison Lindstrom, Chad Riley","body in a trunk, aerial camera shot, terrorist, canada, die hard scenario, slow motion scene, pregnancy, marital problem, flashback, cell phone, undercover, espionage, unspoken love, terrorist plot, terrorism, suicide, stadium, soccer match, shotgun, shot to death, shot in the forehead, shootout, secret mission, secret code, pregnant wife, airplane crash, parking lot, overhead camera shot, motorcycle, miscarriage, mind game, love at first sight, loss of brother, lake, kidnapping, interrogation, helicopter, fake identity, explosion, exploding car, elevator, decision, counter terrorism, commentator, code breaking, c4 explosives, brother brother relationship, bomb, anti terrorist squad, airplane"
Ghatak: Lethal,7.5,"Action, Drama","Sunny Deol, Meenakshi Sheshadri, Danny Denzongpa, Amrish Puri, Mukesh Rishi, Anjan Srivastav, Tinnu Anand, K.K. Raina, Viju Khote, Harish Patel, Suresh Bhagwat, Rohini Hattangadi, Ila Arun, Sheela Sharma, Navni Parihar, Brij Gopal, Deep Dhillon, Tinnu Verma","violence, market, medical examination, curfew, shop, humiliation, love interest, shouting, anger, weeping boy, weeping man, tears, weeping, cancer, shaved head, funeral, dancer, mud, comic relief, sword, child kidnapping, brother brother relationship, father son relationship, family relationships, boy, truck, murder, death of brother, doctor, hospital, action hero, hero, insane woman, crime boss, bare chested male, fear, thug, tough guy, one man army, fistfight, good versus evil, self justice, righteous rage, actor playing himself, temple, prison, death of father"
Parinda,7.8,"Action, Crime, Drama","Jackie Shroff, Anil Kapoor, Nana Patekar, Madhuri Dixit, Anupam Kher, Suresh Oberoi, Tom Alter, Anang Desai, Kamal Chopra, Sameer, Hitesh, Mohan, Shweta, Jatin, Vilas Shinde, Imtiaz Hussain, Gautam Siddharth, Atul Dabhuwala","death of brother, henchman, betrayal, sex in bed, temple, tough cop, crime boss, best friend, newlywed couple, burned to death, brother brother conflict, childhood sweetheart, brother brother reunion, musical cigarette lighter, tragedy, guilt, self sacrifice, intimidation, loyalty, childhood, conscience, vendetta, mercilessness, orgasm, new year's eve, burned alive, screaming man, traumatic memory, gangster, pigeon, gang war, love, revenge, assassination, seashore, kiss, teacher, wedding, grief, psychopath, anger, suicide, traitor, corrupt cop, informer, violence, leg cut off, shot in the back, person on fire, murder of friend, reunited friends, honest cop, gang member, warehouse, dark past, flute, corpse, double murder, wedding night, brother brother relationship, shouting, murder of a police officer, sex scene, shot to death, organized crime, pyrophobia, drug smuggling, friendship, witness, gateway of india, fire, death of friend, alcohol, blood, ambush, deception, boy, girl, car chase, airport, knife, apartment, attempted murder, police station, hit by a car, tears, memory, theft, nurse, silencer, motorboat, screaming woman, breaking a bottle, doorbell, ankle holster, locked door, street urchin, peace offering, mumbai skyline, shooting out rear windshield, marriage, beating, doctor, hotel, pistol, false accusation, breakup, elevator, arson, sadness, machine gun, night, telephone, truth, funeral pyre, confession, candle, drink, testimony, toy, cigarette lighter, uxoricide, witness to a murder, filicide, suicide by shooting oneself in the head, engagement ring, swing, trophy, lust, slow motion scene, revelation, suspect, beer, death threat, traffic jam, old photograph, framed photograph, staircase, mob hit, murder disguised as suicide, hairy chested man, man wrapped in a towel, crying, school, police inspector, photograph, muslim, scooter, priest, bar, factory, abduction, sea, shot in the chest, telephone call, petrol pump, revolver, overhead camera shot, hotel room, lie, fight, flashback, stabbing, sword, trauma, police raid, handicapped, morgue, hindu, boat, cult film, screaming, one word title, murder, heroin, criminal, threat"
F.A.L.T.U,4.7,"Comedy, Drama","Arshad Warsi, Riteish Deshmukh, Jackky Bhagnani, Puja Gupta, Chandan Roy Sanyal, Angad Bedi, Boman Irani, Darshan Jariwala, Akbar Khan, Mahesh Thakur, Vijay Kashyap, Vivek Vaswani, Himani Shivpuri, Remo D'Souza, Mithun Chakraborty, Prayas Choudhary, Ashish Ranglani, Shivansu Sachan",college
Tevar,4.1,"Action, Drama, Romance","Arjun Kapoor, Sonakshi Sinha, Manoj Bajpayee, Deepti Naval, Raj Babbar, Shruti Haasan, Bhuvan Arora, Anil Charanjeett, Shaji Chaudhary, Subrat Dutta, Gunjan Malhotra, Mahendra Mewati, Deepaq Sharma, Rajesh Sharma, V.K. Sharma, Asif Syed, Durg Singh Thakur, Lucky Tomar","unrequited love, criminal, love triangle, fight, on the run, remake, chase, obsession"
Jaani Dushman: Ek Anokhi Kahani,2.6,"Action, Fantasy, Horror","Sunny Deol, Arman Kohli, Manisha Koirala, Akshay Kumar, Sonu Nigam, Suniel Shetty, Arshad Warsi, Aftab Shivdasani, Aditya Pancholi, Rambha, Pinky Campbell, Raj Babbar, Kiran Rathod, Sharad S. Kapoor, Rajat Bedi, Johny Lever, Amrish Puri, Preeti Bhutani","rape and revenge, curse, snake, interrupted rape, transformation, engagement, brother brother relationship, suicide, serial killer, television show host, person coming out of a television, possession, snake woman, resurrection, reincarnation, death of lover, college, principal, rape victim, rape, supernatural power, stabbed in the stomach, vengeance, snake man, showdown, invulnerability, ghost, cobra, walking through a wall, bullet dodging, vengeful ghost, death, beating, flashback, darkroom, thrown from height, falling to death, skeleton, bedroom, wedding reception, joke, kicking in a door, blood, hitchhiking, sunglasses, motorcycle, chase, mirror, reflection in a mirror, electrocution, gun, seance, product placement, parrot, advertisement, lifting someone into the air, hand to hand combat, explosion, grenade launcher, exploding body, courtroom, framed for murder, unrequited love, telephone call, death threat, gym, necklace, sofa, arrest, coma, rescue, apology, woman in a shower, shower, false accusation, tv show, stabbed to death, slow motion, shapeshifter, motorcycle crash, jail, good versus evil"
Ekk Deewana Tha,6.0,"Drama, Romance","Prateik Babbar, Amy Jackson, Sachin Khedekar, Manu Rishi Chadha, Babu Antony, Tony Kattukaran, Lakshmy Ramakrishnan, Sriranjani, Shyam, Shruti Bapna, Subbalakshmi, Ashwin Kakumanu, Samantha Ruth Prabhu, Ramesh Sippy",love
Humraaz,7.1,"Musical, Mystery, Thriller","Sunil Dutt, Raaj Kumar, Mumtaz Askari, S.N. Banerjee, Urmila Bhatt, Birbal, Jeevan Dhar, Ratan Gaurang, Anwar Hussain, Iftekhar, Raj Kishore, Manmohan Krishna, Madhumati, Mubarak, Nana Palsikar, Madan Puri, Jagdish Raj, Keshav Rana","child in jeopardy, actor, murder, suspect, orphanage, love, shoes, held at gunpoint, army officer, death of heroine, police detective, shot to death, stage play, pianist, piano, fake beard, falling in love, widower, death of wife, girl, deathbed confession, deception, lie, second marriage, father daughter relationship, illegitimate daughter, secret marriage, disguise, love triangle, death of father"
Total Siyapaa,5.0,"Comedy, Drama, Romance","Ali Zafar, Yami Gautam, Anupam Kher, Kirron Kher, Sara Khan, Anuj Pandit, Vic Waghorn, Carol McFadden, Steve Keefe, Alyan Abbas, Sagar Arya, V.M. Badola, Tim Barton, Kishore Bhatt, Marco Chiu, Tom Christian, Brooke Dalby, Doug Devaney","interfaith romance, scene during end credits, london england, two word title, reference to osama bin laden, soup"
Dulhan Hum Le Jayenge,5.1,"Comedy, Drama, Romance","Salman Khan, Karisma Kapoor, Om Puri, Paresh Rawal, Anupam Kher, Kashmira Shah, Farida Jalal, Himani Shivpuri, Usha Bachani, Rakesh Bedi, Deepak Tijori, Johny Lever, Dara Singh Randhawa, Mayur Verma, Kader Khan, Satish Kaushik","europe, trip, switzerland, family relationships, bar, wrestling, wrestling ring, wrestling match, wedding, uncle niece relationship, truck driver, tradition, tour guide, temple, suicide attempt, railroad track, police station, police inspector, miniskirt, marriage proposal, hitchhiking, hitchhiker, highway, held at gunpoint, face slap, european tour, bus ride, beach, airport, surprise ending"
Damini,7.8,"Crime, Drama","Meenakshi Sheshadri, Rishi Kapoor, Sunny Deol, Amrish Puri, Kulbhushan Kharbanda, Rohini Hattangadi, Tinnu Anand, Sulabha Arya, Suhas Bhalekar, Anu Dhawan, Vijayendra Ghatge, Ashwin Kaushal, Aamir Khan, Viju Khote, Prajakta Kulkarni, Madhav Moghe, Achyut Potdar, Vishwajeet Pradhan","lawyer, justice, cover up, court, rape, mental institution, holi, melodrama, trial, monologue, crooked lawyer, confrontation, knife, woman in jeopardy, social commentary, actor playing himself, social drama, innocent woman, husband wife relationship, honest woman, female servant, female protagonist, family honor, courtroom drama"
Aaja Nachle,6.2,"Drama, Family, Music","Madhuri Dixit, Darshan Jariwala, Raghuvir Yadav, Divya Dutta, Dalai, Felix D'Alviella, Vinod Nagpal, Uttara Baokar, Akshaye Khanna, Irrfan Khan, Akhilendra Mishra, Kunal Kapoor, Konkona Sen Sharma, Ranvir Shorey, Vinay Pathak, Sushmita Mukherjee, Yashpal Sharma, Jugal Hansraj","theater, young love, outcast, new york city, mother daughter relationship, flashback, family traditions, family relationships, elopement, divorce, dancer"
Simran,5.2,"Crime, Drama, Thriller","Kangana Ranaut, Sohum Shah, Esha Tewari, Jason Louder, Aneesha Joshi, Mark Justice, Rupinder Nagra, Catherine Dyer, James Cole, Robin Dyke, Alexander Garganera, Timothy Ryan Hickernell, Manda Lee, Yajhayra Maria, Rusty Meyers, Robert Mitchel Owenby, Albert Roberts, Rich Robertson",girl
Raabta,4.7,"Action, Drama, Fantasy","Deepika Padukone, Kriti Sanon, Rajkummar Rao, Sushant Singh Rajput, Jim Sarbh, Suneel Sinha, Vikas Verma, Varun Sharma, Deependra Singh, Karan Singh Chhabra, Miroslav Lhotka, Manpreet Toor, Nidhi Subbaiah, Rachita Singh, Jashan Singh Kohli, Rina Fatania, Geeta Agarwal Sharma, Aaital Khosla",fall
The Shaukeens,4.9,Comedy,"Akshay Kumar, Lisa Haydon, Anupam Kher, Rajni Basumatary, Piyush Mishra, Annu Kapoor, Rati Agnihotri, Cyrus Broacha, Yuvika Chaudhary, Kavin Dave, Subrat Dutta, Gaurav Gera, Manoj Joshi, Dimple Kapadia, Kareena Kapoor, Vijay Kaushik, Avijit Khanwilkar, Suparna Marwah","friend, indian sex comedy"
Chal Mere Bhai,4.7,"Comedy, Romance","Sanjay Dutt, Salman Khan, Karisma Kapoor, Dalip Tahil, Sushma Seth, Shakti Kapoor, Nagma, Sonali Bendre, Twinkle Khanna, Ravi Baswani, Anil Dhawan, Dinesh Anand, Birbal, Divya Palat, Shankar Mahadevan, Leslie Lewis, Masshe Uddin Qureshi, Himani Shivpuri","title sung by character, brother brother relationship, song during opening credits, love triangle, uncle niece relationship, job interview, weeping, actor, flashback, car accident, death of girlfriend, secretary, theater, businessman"
Sanam Re,3.1,"Drama, Romance","Rishi Kapoor, Pulkit Samrat, Yami Gautam, Urvashi Rautela, Neel Tyagi, Delissa Mehra, Navya, Devansh Sharma, Anita Khosla, Prachi Shah, Dayal, Shashwita Sharma, S.K. Batra, Nakul Kadam, Manoj Joshi, Ankit Arora, Edwin Autridge, Ketki Dave","love triangle, heartbreak, heart transplant, tragic love, girl, boy, woman in a shower, love, lust, pink bikini, snow, kashmir, bare chested male"
Haseena Maan Jaayegi,6.2,"Action, Drama, Musical","Shashi Kapoor, Babita Kapoor, Johnny Walker, Ameeta, Manmohan Krishna, Niranjan Sharma, Yunus Parvez, Hari Shivdasani, Bhola, B.B. Bhalla, Amar, D.K. Sapru, Brahm Bhardwaj, Raj Joshi, Sadiq, Hari Kapoor","love, husband wife relationship, soldier, suspicion, impersonation, dual role"
Dolly Ki Doli,4.5,"Comedy, Romance","Malaika Arora, Karan Ashar, Mohd. Zeeshan Ayyub, Karim Hajee, Ahtesham Hussain, Harry Josh, Brijendra Kala, Jassi Kapoor, Sonam Kapoor, Saif Ali Khan, Umar Raza Khan, Shyam Lal, Archana Puran Singh, Rajkummar Rao, Pulkit Samrat, Varun Sharma, Braj Kishore Tiwari, Vincent Naidu",police
Aladin,4.7,"Action, Adventure, Comedy","Amitabh Bachchan, Sanjay Dutt, Riteish Deshmukh, Jacqueline Fernandez, Sahil Khan, Erina Andriana, Shubhankar Atre, Victor Banerjee, Dhaval Barbhaya, Michael Chen, Savanna Darnell, Aahaan Desai, Master Ahan Desai, Boman Irani, Master Dev Kanatwala, Vineet Kapoor, Nawab Khan, William Ong","aladdin character, genie, magical lamp, bully, truck, date, three wishes, wish, restaurant, unlikely hero, death of parents, good versus evil, chase, princess, one word title, character name in title"
Ragini MMS 2,3.9,Horror,"Sunny Leone, Saahil Prem, Parvin Dabas, Sandhya Mridul, Divya Dutta, Sonia Mehra, Anita Hassanandani Reddy, Karanveer Mehra, Karan Taluja, Kainaz Motivala, Rani Vashisht, Sagar Talashikar, Geetanjali Kulkarni, Jasvir Saini, Zaynah Samir Vatsani, Zaina Samir Vatsani, Gargi Patel, Tanmay Bhat","pornstar, hot, erotica, film director, possession, breasts, female nudity, bathtub, actress, filmmaking, film within a film, buxom, scantily clad female, skinny dipping, orgasm, sex, shower, abbreviation in title, second part, sequel"
